cancel_id,user_id,subscription_id,cancel_date,cancel_reason,churn_type
2682,6431,7909,2024-06-26,Much two treatment keep miss such so.,involuntary
2683,1596,7911,2025-07-30,Cold four tree something.,involuntary
2684,6105,7916,2026-03-11,Organization song research participant year decision black.,voluntary
2685,5404,7917,2025-01-01,Partner perhaps early three.,involuntary
2686,1577,7919,2024-07-21,Condition under that probably front base.,involuntary
2687,7465,7925,2025-01-19,Plan century decade fast do now.,involuntary
2688,1168,7926,2024-01-20,Fund vote factor perform stop military.,voluntary
2689,2190,7930,2024-03-24,Standard rate fight story house cost.,involuntary
2690,2961,7936,2025-10-16,Reduce budget they former add.,involuntary
2691,2514,7937,2024-09-15,Avoid top involve good those.,involuntary
2692,6610,7938,2026-04-08,Seem big skin ago who every.,involuntary
2693,3527,7942,2026-02-17,Cultural fund send defense window power or include.,involuntary
2694,8905,7945,2025-06-02,Moment us blood field lead.,involuntary
2695,8855,7946,2024-03-19,Speech develop form ask political especially.,involuntary
2696,1747,7948,2024-03-06,Admit stay less maybe surface course.,voluntary
2697,1871,7949,2024-08-19,Either up pressure cup.,involuntary
2698,6658,7950,2024-02-06,Main small scientist.,voluntary
2699,62,7952,2024-01-22,Only number guy you.,voluntary
2700,2319,7953,2024-10-06,Fire weight trouble do.,involuntary
2701,8788,7954,2025-01-18,Newspaper oil kitchen front watch.,voluntary
2702,6538,7956,2023-12-02,Notice media wide country nothing candidate.,involuntary
2703,3818,7960,2026-04-11,Natural let his option partner address never.,involuntary
2704,2966,7961,2023-10-11,Significant remember own themselves camera west.,voluntary
2705,7949,7971,2025-02-04,We shake garden she late spring lose.,voluntary
2706,3075,7972,2023-09-29,High it describe big piece myself.,voluntary
2707,2879,7974,2025-05-22,By between ever let speech.,involuntary
2708,5147,7979,2025-06-06,Fly our rule other letter represent build.,voluntary
2709,248,7980,2025-11-04,Agent since forget yet.,voluntary
2710,7324,7981,2023-10-06,Sense moment agreement list theory.,voluntary
2711,7981,7984,2025-07-06,Financial seem end but draw.,voluntary
2712,7198,7985,2024-11-17,Picture song cold weight low accept population.,voluntary
2713,4738,7987,2025-03-15,Next change outside parent charge wind fish keep.,involuntary
2714,5182,7989,2023-09-30,Factor identify enjoy short.,involuntary
2715,1277,7990,2024-09-11,Worry black girl quickly game PM leader especially.,involuntary
2716,4115,7993,2025-05-29,Appear bag manage artist college.,involuntary
2717,6237,7995,2024-07-27,Truth time military data development tell.,involuntary
2718,329,7998,2024-08-31,Interest enter beat simply time big newspaper.,involuntary
2719,4901,8007,2023-09-13,Lose fine politics tax effect middle.,involuntary
2720,9550,8008,2025-02-21,Account let each night four hotel example never.,voluntary
2721,9543,8009,2026-05-23,Involve tell under support.,involuntary
2722,6286,8011,2025-02-15,Sing despite single necessary through.,involuntary
2723,2865,8012,2025-01-31,Rock really prepare table economy.,voluntary
2724,4215,8014,2023-09-08,Sea attack reveal recently source structure both.,voluntary
2725,8862,8015,2024-11-12,Degree PM question staff.,involuntary
2726,5108,8018,2025-10-03,Lawyer wall left history ago individual.,voluntary
2727,359,8020,2026-06-25,Pretty modern face.,involuntary
2728,3388,8027,2024-06-01,Want despite clear run support speech cultural condition.,voluntary
2729,5439,8030,2026-04-14,Weight yourself single seven just others.,involuntary
2730,5364,8032,2025-01-24,Prove television professional until dream.,voluntary
2731,5681,8036,2025-12-27,Time new talk.,involuntary
2732,3971,8042,2024-02-10,Minute election everybody build.,voluntary
2733,3279,8044,2023-08-21,Simple common court happy.,involuntary
2734,2563,8046,2026-02-17,Beautiful capital middle level.,voluntary
2735,9780,8051,2025-08-01,Food leg apply public upon entire.,voluntary
2736,5342,8053,2024-07-31,Change whole month far bring though.,voluntary
2737,4437,8055,2026-01-04,Fast any hand activity total peace.,involuntary
2738,5823,8056,2023-08-25,From walk maybe address catch tell each.,voluntary
2739,1674,8057,2025-04-11,By law technology land change.,involuntary
2740,3308,8058,2025-02-22,Store camera green enter view political everyone.,voluntary
2741,8036,8059,2024-01-12,Modern issue than someone stuff.,involuntary
2742,4289,8064,2024-03-30,Mention clear fact major Congress upon.,voluntary
2743,4707,8065,2026-03-08,Who west seven investment board television.,voluntary
2744,4728,8066,2025-07-17,Set stop model value fact people their.,voluntary
2745,2084,8069,2024-02-06,Actually picture certain section necessary bank now.,involuntary
2746,3151,8071,2025-02-19,Behind brother seem energy should.,voluntary
2747,8032,8073,2023-12-29,Personal option exactly nation public.,involuntary
2748,4191,8076,2025-05-31,Wear among indeed field here employee peace.,involuntary
2749,2292,8081,2025-04-18,Such practice than age.,involuntary
2750,1747,8082,2025-05-30,Happy those form they everybody.,involuntary
2751,3130,8084,2024-01-08,Cause site wind next west.,involuntary
2752,6706,8086,2024-03-25,Old modern stay agent able agree box.,voluntary
2753,2091,8087,2025-01-21,Call agent rock.,involuntary
2754,5507,8089,2024-07-04,Also quickly difference during card minute part.,voluntary
2755,5274,8090,2024-02-05,Through sort table memory.,voluntary
2756,1646,8094,2024-08-29,Leg strong daughter then suffer.,involuntary
2757,5533,8097,2023-08-27,Trouble try market person far sometimes.,involuntary
2758,3281,8102,2024-10-09,Various imagine consumer road a participant.,voluntary
2759,7440,8104,2024-10-31,My those ago name writer decade guy.,involuntary
2760,2985,8106,2025-06-06,Her charge quickly without hold seem society.,voluntary
2761,9309,8113,2023-10-17,Soon show data marriage candidate note.,voluntary
2762,2327,8116,2024-10-13,Explain serious language course leader stand son.,voluntary
2763,5519,8117,2025-07-24,Nice health recent operation.,voluntary
2764,8515,8118,2023-11-12,After camera site effort hour face chair.,voluntary
2765,8269,8121,2026-03-09,Wear account talk meet enjoy note.,voluntary
2766,1099,8125,2024-08-12,Boy gun old south.,involuntary
2767,1381,8126,2025-03-10,Red long else society.,involuntary
2768,3293,8129,2024-10-05,Home situation show method rich company.,involuntary
2769,4289,8137,2025-10-02,Hold degree carry government.,involuntary
2770,4466,8142,2024-03-30,Sing seven those where eight quite meet.,involuntary
2771,2034,8143,2024-07-02,Knowledge example Congress family forward support.,involuntary
2772,3968,8146,2025-11-12,Within pull painting.,involuntary
2773,6579,8148,2024-05-27,Prove important final better stock recently machine.,voluntary
2774,1183,8149,2025-01-08,Upon minute cultural job theory year.,voluntary
2775,4968,8150,2024-07-20,Sister some worry like behavior owner.,involuntary
2776,9420,8152,2025-07-02,Election eight power election news.,voluntary
2777,8797,8155,2024-08-08,Worry yet former military himself big today.,involuntary
2778,5529,8158,2025-06-02,Employee the report country space smile white.,involuntary
2779,2498,8161,2023-09-20,Page pay office doctor.,involuntary
2780,5740,8170,2024-10-20,Seat recently property care week.,voluntary
2781,3862,8173,2024-08-27,Increase church specific task marriage hand.,voluntary
2782,9017,8174,2025-04-04,Boy nothing yeah story.,voluntary
2783,3250,8175,2025-05-15,Another production international hospital.,voluntary
2784,2267,8176,2024-02-12,Doctor story along wide hope should.,voluntary
2785,122,8178,2024-09-04,Reduce fall artist card school son.,involuntary
2786,6272,8179,2024-11-18,Size moment who personal work every.,voluntary
2787,3865,8181,2024-02-17,Report nor large necessary film play.,voluntary
2788,4934,8184,2025-05-10,Boy article impact.,voluntary
2789,7084,8185,2024-08-17,Wait affect see whether.,voluntary
2790,3395,8191,2024-06-30,Do home be.,voluntary
2791,2281,8195,2025-01-14,Than personal player wait rock they cold usually.,voluntary
2792,6658,8199,2023-12-22,Building sort international magazine.,involuntary
2793,6350,8203,2024-08-15,Large special decade develop Democrat.,involuntary
2794,2549,8206,2025-07-04,Billion soldier animal spring.,voluntary
2795,8242,8207,2023-12-29,Not science four go.,involuntary
2796,5473,8208,2025-01-19,Drug simply media however suffer ask president.,involuntary
2797,6503,8213,2023-10-30,Seven contain view measure outside boy.,involuntary
2798,1215,8215,2025-03-17,Stop provide quality.,involuntary
2799,5133,8216,2024-10-02,Tree might season various moment law.,voluntary
2800,7103,8218,2024-07-02,Team would western change court team help.,involuntary
2801,7854,8219,2024-10-04,Bank firm sister north many form.,voluntary
2802,5050,8229,2025-04-01,Behind able machine method military.,voluntary
2803,5346,8232,2025-11-30,Several ever chance foreign mother factor on.,involuntary
2804,177,8236,2024-11-18,Attention she mean newspaper.,involuntary
2805,8269,8240,2023-10-18,Sign bring foreign government.,voluntary
2806,749,8249,2024-06-06,Growth evening each family.,voluntary
2807,2578,8255,2024-02-25,Protect age management rest serve teach.,involuntary
2808,2134,8258,2025-08-24,Understand meet eight on seat onto cut.,involuntary
2809,5391,8259,2024-11-15,Suddenly approach hour identify everybody.,involuntary
2810,4264,8260,2024-12-01,Sell discuss rest rock.,voluntary
2811,6602,8262,2024-10-01,Care traditional claim clearly teacher he consumer.,involuntary
2812,8290,8282,2025-07-02,Article work side energy security near crime.,involuntary
2813,229,8283,2026-06-10,Soldier free little.,involuntary
2814,7107,8292,2023-09-05,Per structure open student institution measure painting.,involuntary
2815,9895,8295,2025-08-22,Everyone mission short interview everything it.,involuntary
2816,1337,8305,2023-08-22,Nothing current civil eat hair research.,voluntary
2817,6476,8306,2024-11-13,Business choice civil magazine.,involuntary
2818,1558,8307,2024-01-15,Brother beyond catch.,voluntary
2819,8662,8308,2025-04-20,Sell knowledge magazine resource sort.,involuntary
2820,7269,8312,2025-09-14,Discussion cost shake although store participant citizen process.,voluntary
2821,1454,8313,2024-10-17,Under investment section stuff.,voluntary
2822,4884,8317,2025-01-17,Different actually skin.,voluntary
2823,3835,8319,2023-12-03,Brother more whose more again fire thank.,voluntary
2824,9646,8321,2024-06-27,Price wait thousand threat from.,involuntary
2825,9218,8322,2025-06-26,Choice every land organization.,involuntary
2826,9979,8325,2025-04-20,Determine half personal ball its.,involuntary
2827,5894,8326,2024-02-16,Run subject say point purpose.,involuntary
2828,432,8329,2024-02-02,Thank local material rise.,voluntary
2829,1156,8330,2023-11-25,Anyone travel green.,voluntary
2830,7191,8347,2024-09-30,Many until mention herself exist quite.,involuntary
2831,8635,8348,2024-01-04,New painting however idea.,voluntary
2832,4100,8351,2024-07-26,Back system pressure account TV sound quite.,voluntary
2833,7481,8353,2023-12-02,Best table service ready.,involuntary
2834,5205,8354,2024-12-12,Rich friend shake my break.,involuntary
2835,4560,8355,2025-06-27,Blue myself your impact stuff wonder pay.,voluntary
2836,6473,8356,2025-07-10,Program do bad enough factor.,voluntary
2837,8626,8361,2026-05-22,Without force off break particularly.,involuntary
2838,778,8376,2024-07-19,Might light view maintain thousand score.,involuntary
2839,4982,8379,2024-10-31,Pretty moment loss how again land.,voluntary
2840,9861,8384,2026-06-13,Particular per daughter environmental.,involuntary
2841,3161,8387,2025-06-29,Laugh interesting camera decision.,involuntary
2842,8694,8388,2025-02-01,Tv plant along language candidate vote produce.,involuntary
2843,6767,8390,2026-01-04,Result song involve family interesting control economic government.,involuntary
2844,7462,8392,2025-02-08,Buy suffer crime fine stage air parent boy.,voluntary
2845,4339,8399,2024-08-22,Thousand ago radio.,involuntary
2846,5373,8400,2023-08-04,Forward shake step data member.,involuntary
2847,5278,8403,2024-06-27,Among prove adult nice notice news.,voluntary
2848,8793,8405,2025-05-01,Pretty national drug station.,voluntary
2849,7181,8409,2024-02-11,Plant project action fire his cold five.,voluntary
2850,1232,8413,2024-05-17,Attention laugh thank nor bill certainly coach.,involuntary
2851,6397,8414,2024-07-31,Population company big just.,voluntary
2852,8732,8415,2023-08-05,However in happen miss study.,voluntary
2853,7210,8416,2024-12-14,Effort coach whose pass admit.,voluntary
2854,5011,8419,2023-08-28,Team rest table detail data before.,voluntary
2855,6859,8423,2024-03-13,Happy system other discover recent.,voluntary
2856,9358,8426,2025-09-17,President half song natural board focus.,involuntary
2857,7306,8427,2025-07-13,Water spend sister will line year high hand.,involuntary
2858,5753,8430,2025-02-04,Occur cultural her century.,voluntary
2859,8630,8433,2025-03-23,Dream system image.,voluntary
2860,9673,8434,2024-08-10,Method grow figure doctor.,involuntary
2861,382,8435,2025-07-20,Vote deal thank church.,involuntary
2862,4880,8436,2023-09-23,Free set so all any arrive factor game.,involuntary
2863,3476,8442,2024-09-19,Newspaper draw wide technology left meet treatment.,voluntary
2864,7627,8449,2024-01-24,Yeah describe sometimes price improve record.,involuntary
2865,8054,8450,2025-07-03,Newspaper me watch measure.,involuntary
2866,3052,8452,2024-10-11,Culture short sister available southern just.,involuntary
2867,8280,8453,2023-11-08,Room best certainly source allow.,involuntary
2868,9201,8454,2025-07-25,Experience per best example.,voluntary
